crop_type,region,season,soil_type,irrigation_method,temperature_C,humidity_percent,rainfall_mm,leaf_wetness_hrs,soil_pH,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,days_since_last_rain,plant_age_days,pesticide_applied,fertilizer_kg_ha,disease_label,HTI,drought_stress,maturity_stage,maturity_stage_encoded
Maize,East,Rabi,Loamy,Drip,31.413472903825593,72.15179241271697,56.86541720214893,3.834004886125247,6.445461790588238,80.90830861273766,60.11986008849712,48.98878005161803,48.0,43.0,1.0,31.94441288883114,Bacterial,22.665383759193336,0,Vegetative,1
Cotton,North,Kharif,Loamy,Drip,21.51070244484684,61.375613284430806,9.687792008987092,8.779954022406042,7.889826243124346,140.20958588438768,74.54393848216225,82.43689169564524,42.0,110.0,0.0,67.338932261194,Healthy,13.202325547313798,1,Reproductive,2
Maize,East,Rabi,Silty,Rainfed,35.799556272997165,55.763256065272984,55.680405831652344,20.654340435531303,6.40094372681629,126.56473056364824,37.416128465497295,80.32164622268782,14.0,74.0,1.0,34.69802832224769,Bacterial,19.962998234742905,0,Reproductive,2
Cotton,North,Kharif,Clay,Rainfed,29.616669244733295,56.29864365755418,6.237876136178734,12.025019153066173,5.532245766772633,104.69591815715434,60.21166916195963,60.470245001169616,54.0,111.0,0.0,52.79263098221874,Pest Damage,16.67378308132884,1,Reproductive,2
Cotton,North,Kharif,Loamy,Drip,27.31144131006251,69.68560859157124,27.92732539252573,11.774807682729854,8.435008436097503,120.11953230797243,68.5381378330092,72.24251066474588,45.0,116.0,1.0,38.59290301603349,Healthy,19.032144092046856,0,Reproductive,2
Soybean,Central,Rabi,Sandy,Drip,30.65942744488723,75.2143052644363,0.1418025657071495,17.979505595104186,7.223943260302145,116.66111900663672,40.37357795286289,35.3463409210247,58.0,115.0,0.0,50.730069227284005,Bacterial,23.060275350725842,1,Reproductive,2
Rice,North,Kharif,Loamy,Flood,28.069587935672125,78.25147700427085,100.44593724745172,18.085265150838143,6.591480550454186,117.58785838483684,50.799974927635326,87.9423387754143,42.0,42.0,0.0,27.548471336224544,Fungal,21.964867148676056,0,Vegetative,1
Rice,South,Kharif,Loamy,Flood,29.429398286594232,49.27901456445605,70.26854723375155,1.0585622502660232,6.5558203056063675,129.41370692337392,75.18815706993765,79.374050263454,47.0,57.0,1.0,50.173332509593614,Pest Damage,14.502517467882551,0,Vegetative,1
Rice,North,Kharif,Loamy,Drip,23.451855531694665,54.21565478933056,45.949529836336566,14.661388963687196,5.69663760981076,106.26074391947878,58.81786842088085,76.64733846292624,29.291666666666668,29.0,0.0,39.03612766961865,Healthy,12.714577036756102,0,Seedling,0
Cotton,North,Kharif,Clay,Drip,39.24622309277565,78.81438549987487,3.969296748533797,19.30863758519351,6.57837355134973,139.63187093989703,19.66110840955521,117.86908334840716,35.0,113.0,0.0,24.411169827973076,Bacterial,30.931669562481115,1,Reproductive,2
Wheat,South,Kharif,Loamy,Rainfed,37.34302686382146,49.48583981583773,69.71615550149389,14.255308849589287,5.866464942432762,108.0794661418032,75.48373872600533,85.49308550184695,4.0,20.0,1.0,75.68268462528029,Pest Damage,18.479510456215937,0,Seedling,0
Soybean,West,Rabi,Loamy,Drip,33.096436029698175,49.570070241378126,83.23332097982741,12.997267099981473,7.737384334417604,170.70429120707553,61.77919489329551,114.31416937497728,44.0,75.0,0.0,47.90328148528904,Pest Damage,16.405926587314163,0,Reproductive,2
Soybean,South,Kharif,Sandy,Drip,36.866893969991786,73.18482885853125,46.58852002663261,12.749177082478075,6.930294678415909,126.8500120336649,27.880799818754696,80.32164622268782,55.0,77.0,1.0,63.07659323957328,Bacterial,26.980973257394666,0,Reproductive,2
Wheat,North,Rabi,Loamy,Flood,28.308575733797003,78.011994781791,148.99955963365247,12.19078040094615,6.707129506438328,99.89880562180504,42.44203532668739,59.46268251021844,11.0,107.0,1.0,68.72282010680497,Fungal,22.084084624249073,0,Reproductive,2
Cotton,West,Kharif,Sandy,Sprinkler,30.562858782774335,70.73880126478733,3.89919348449749,18.679396270853367,6.018693143839383,129.2632943934656,57.474069734681706,59.05873645014509,50.0,111.0,1.0,38.21877908081859,Bacterial,21.619799935184336,1,Reproductive,2
Maize,North,Kharif,Loamy,Flood,35.05325763851986,66.26863957713074,27.92732539252573,15.418374561836698,6.618728716079305,149.68501911474985,66.24733610575143,85.79782633342685,0.0,31.0,0.0,50.44046342645285,Pest Damage,23.229316964513778,0,Vegetative,1
Cotton,South,Kharif,Clay,Rainfed,29.429398286594232,69.52614244847109,29.760446655148257,5.172068705110108,5.161575727734157,72.74433210840806,60.274004383228096,75.93273070465341,49.0,66.0,1.0,38.21331124704988,Bacterial,20.461125374465418,0,Vegetative,1
Cotton,North,Rabi,Clay,Drip,32.03920397198019,67.69919495744817,6.294519361420456,10.400357668516396,7.11125312501925,158.01173281676586,41.97252394816909,59.49506547741426,55.0,53.0,0.0,41.59673667788971,Healthy,21.69028315980535,1,Vegetative,1
Maize,South,Zaid,Loamy,Drip,34.6391841820227,58.2700705031024,42.96624532537648,12.687006009827073,6.00988698900748,130.2086108149627,50.97299001047763,90.47971590806112,33.0,41.0,1.0,63.14365097242269,Pest Damage,20.184277044564123,0,Vegetative,1
Cotton,North,Rabi,Loamy,Drip,30.913079840521167,61.68984501142708,64.28327263378465,10.05482057492215,5.8433283370233315,119.08896635625617,77.67316979421639,82.6129964006767,10.0,105.0,1.0,38.45129579816941,Bacterial,19.07023104187622,0,Reproductive,2
Maize,Central,Rabi,Loamy,Drip,29.429398286594232,53.42334938288239,7.200883678408921,5.701956201270494,8.34289075384718,99.41090575056258,80.89863290035666,91.43216945815024,43.0,31.0,1.0,87.85619937429735,Bacterial,15.72217026792724,1,Vegetative,1
Wheat,Central,Kharif,Loamy,Rainfed,23.397213931983437,64.5873578627729,63.09639529338524,2.993777176033557,7.173600387091335,130.411572874126,53.53321863954028,61.75243198947296,23.0,14.0,0.0,88.83980988332905,Healthy,15.111642292168701,0,Seedling,0
Rice,West,Zaid,Clay,Flood,31.685646428342572,73.65265873609732,3.903217593288819,2.815495817128999,5.336124592358036,93.49044388784615,49.34477286363624,106.240384148055,56.0,78.0,0.0,80.80432504696859,Bacterial,23.337321032193564,1,Reproductive,2
Wheat,North,Kharif,Loamy,Drip,29.60309469590915,85.70658105786931,35.80075473429889,7.110909680885795,7.55796171942605,60.32354651377416,60.274004383228096,110.21299007084356,27.0,37.0,1.0,58.15975773348664,Fungal,25.371800351187186,0,Vegetative,1
Cotton,North,Kharif,Loamy,Drip,32.05734568870304,66.44458776941443,64.07270273352319,9.663723672793152,4.73437806901531,98.60937869908284,18.575025409855343,103.71116508665772,42.0,23.0,0.0,43.14203754024924,Bacterial,21.30037119267488,0,Seedling,0
Wheat,North,Kharif,Sandy,Drip,21.882018103365777,66.26863957713074,6.31094163883752,16.389063457817766,5.640245813193712,111.82358796083888,59.72986367181638,87.43332260004595,30.0,67.0,1.0,50.24801254384343,Healthy,14.500915709121966,1,Vegetative,1
Cotton,North,Rabi,Loamy,Flood,36.18022458092482,57.506400110397365,33.90036414792356,23.638006782627635,6.898880947973291,138.39429584561194,59.46179028804541,110.35759725859955,32.0,56.0,0.0,57.05316515693018,Bacterial,20.805944708346964,0,Vegetative,1
Cotton,North,Kharif,Clay,Rainfed,34.70843136852969,40.24933320684445,22.126938350209677,21.53654247395032,6.4904600639151555,113.43587903531714,50.642440418611095,90.62305231063696,31.0,14.0,0.0,57.67905351127916,Pest Damage,13.969912192388433,0,Seedling,0
Cotton,North,Rabi,Sandy,Drip,21.989583734070813,69.2404114699191,37.3858657390537,19.528746756926903,5.85630944435608,85.64719576339928,60.274004383228096,70.42521221541273,5.0,94.0,1.0,37.89592162080217,Healthy,15.225678257993032,0,Reproductive,2
Rice,North,Kharif,Loamy,Rainfed,34.55515058621779,50.829029346056934,22.08130355692045,19.529665688005295,6.761572447144622,100.16684316753135,81.83747427881748,75.65372716315504,36.0,56.0,1.0,89.67229544128989,Pest Damage,17.564047632042808,0,Vegetative,1
Wheat,West,Kharif,Loamy,Sprinkler,31.355649832765977,73.03693055238084,11.555945495855402,14.305559208883547,5.96811755337819,120.61919710965,40.48093786573252,46.8117992178403,51.0,12.0,1.0,43.35996787583434,Fungal,22.901204192605004,0,Seedling,0
Rice,North,Kharif,Silty,Rainfed,34.97621423763989,33.543984878866276,11.711048973633863,6.066232288384864,6.687065948430962,139.3679141425084,45.44036502522044,95.31580737777642,27.0,85.0,1.0,22.022304860190317,Pest Damage,11.732416015073797,0,Reproductive,2
Soybean,East,Kharif,Loamy,Drip,32.711633565646615,59.21353516832461,80.01048504588968,11.326565024838684,6.976881136672589,144.39554082589743,73.32214242861502,58.49677450265209,34.0,68.0,0.0,49.7935072208603,Bacterial,19.369714645527637,0,Vegetative,1
Rice,South,Kharif,Silty,Flood,27.717326514333617,72.75974610653564,6.805648829226696,3.4212963106973655,7.922511908281826,79.14089531833433,30.953894996322163,81.6486671125115,11.0,106.0,0.0,24.770491184230416,Bacterial,20.167056399348624,0,Reproductive,2
Cotton,North,Kharif,Loamy,Drip,29.88938489528665,74.49922433020156,5.255142805607523,13.594334442563223,7.055382760135373,121.53469286062942,49.351505811430414,42.015182144586745,39.0,28.0,0.0,48.59391476626257,Bacterial,22.26735990405698,1,Seedling,0
Cotton,South,Kharif,Sandy,Drip,32.58823896728174,51.16249428392218,4.084814988229616,0.5520173174071541,6.33687338963896,143.21161678671638,60.274004383228096,93.54213845307493,34.0,113.0,1.0,47.23645767259566,Pest Damage,16.67295589886642,1,Reproductive,2
Maize,South,Kharif,Loamy,Flood,29.93378629724553,77.29884745979653,3.0819277035510426,4.547162934618665,6.921091770362983,93.80802792510843,63.78268385907579,80.32164622268782,37.0,16.0,1.0,66.70244574318126,Fungal,23.1384718088493,1,Seedling,0
Rice,Central,Rabi,Silty,Flood,26.85264280699213,85.60034465461057,0.5839290643323432,17.09507334767139,4.7485668304207005,174.0065917628163,54.32244666211645,97.94524541911036,45.0,21.0,1.0,70.94969947363249,Fungal,22.985954791656756,1,Seedling,0
Wheat,North,Kharif,Sandy,Drip,32.86962341090801,64.22860184295169,27.92732539252573,6.645416491910386,8.039511312483878,105.165350200192,25.513178490256728,87.2112589245454,45.0,119.0,0.0,36.59835268468824,Bacterial,21.111699547869744,0,Reproductive,2
Cotton,West,Rabi,Loamy,Drip,34.055118762635765,39.03488773464596,27.92732539252573,10.079093821229437,6.797304388997231,150.59881631546472,11.86565558469173,110.05719203333972,31.0,20.0,1.0,27.817426113060723,Pest Damage,13.293377376895224,0,Seedling,0
Maize,South,Rabi,Loamy,Drip,32.0375814183034,82.88795626985669,12.573312664859031,19.969463213437734,9.689702154089918,140.7350598366313,81.264749670056,75.7640006093329,22.0,88.0,1.0,52.93941939173104,Bacterial,26.55529647592305,0,Reproductive,2
Soybean,North,Rabi,Sandy,Flood,36.22515393498449,67.7160372509772,5.29737030846289,1.0693932564358697,6.796567801967449,99.36741011508784,36.73137947059058,98.58579945821695,44.0,110.0,1.0,43.54746112536749,Bacterial,24.53023873283793,1,Reproductive,2
Wheat,North,Kharif,Sandy,Drip,24.428776792976528,90.45772862161192,3.9555204772638817,0.545616958146808,6.820016138724042,120.48527003364347,60.90970949764306,31.69572951817416,7.0,31.0,0.0,39.20025597390634,Fungal,22.09771661697002,0,Vegetative,1
Wheat,Central,Kharif,Loamy,Rainfed,39.18177359162322,66.26863957713074,31.18976906968937,5.495691585566741,4.967909167582048,160.92413617201512,85.48772066684289,53.62659939564236,42.0,40.0,1.0,44.33034713106068,Pest Damage,25.965228321360186,0,Vegetative,1
Cotton,North,Kharif,Loamy,Sprinkler,21.48348085892069,63.81538399743323,50.731414781414315,16.42664088315209,5.764788920963463,103.89365619081026,50.03926204340669,57.787344337720775,58.0,12.0,1.0,80.96414924139141,Healthy,13.709765806135303,0,Seedling,0
Wheat,North,Kharif,Sandy,Drip,27.46721201572378,75.32969462953845,39.79033144485036,5.666900047932309,6.500812713380448,125.3182922766928,50.80676338602568,80.32164622268782,48.0,78.0,1.0,23.810450141169383,Fungal,20.690966934692618,0,Reproductive,2
Soybean,East,Rabi,Silty,Drip,32.016468824584734,72.84793242213883,32.54091617969858,20.72876176736844,6.110416522869715,74.8301044191007,73.92191744674398,59.16570006892269,38.0,42.0,0.0,37.28864174965059,Healthy,23.32333557328863,0,Vegetative,1
Wheat,West,Zaid,Clay,Drip,30.89172080222759,69.69285062136443,23.23302953300729,12.025019153066173,8.289231205174747,130.78760781650604,87.0971918755591,109.21138102152416,13.0,64.26082474226804,1.0,30.006455923716764,Fungal,21.529320833065434,0,Vegetative,1
Soybean,East,Kharif,Clay,Drip,27.939703744691045,67.15887120733551,40.202719204514786,6.804268669409882,6.74934806264327,107.86421685616853,76.93819248327401,56.21992984775211,39.0,84.0,1.0,64.97679532552326,Fungal,18.763989653608157,0,Reproductive,2
Rice,North,Kharif,Loamy,Drip,25.68639910135213,82.807321046248,92.85716964814657,5.589914377104293,6.322188680792212,135.71586103531837,89.40663835810291,68.43062938154505,53.0,29.0,1.0,58.699847294593674,Fungal,21.270218969077224,0,Seedling,0
Rice,South,Kharif,Clay,Flood,26.999135896420796,74.01985802108275,39.491970496148504,13.775288517856607,7.117524272345648,94.66873988855276,13.849335321607192,69.01541390241404,43.0,116.0,0.0,45.02005037072572,Bacterial,19.98472205744986,0,Reproductive,2
Wheat,South,Kharif,Sandy,Sprinkler,25.941850728894455,81.27471871993797,2.5116747287455383,20.55147065966934,6.16394302056569,129.5916296398332,68.42723394427087,130.39216572906108,7.0,40.0,0.0,56.15876525926899,Fungal,21.084166210655145,0,Vegetative,1
Maize,North,Rabi,Loamy,Drip,26.148363260056115,72.1954446356589,33.79778815854478,9.745495405102742,7.053016901017568,109.49256451624504,85.68275098775135,89.47558980191009,2.0,89.0,0.0,19.15021619081314,Fungal,18.877927120544786,0,Reproductive,2
Maize,South,Zaid,Loamy,Rainfed,21.58461222653709,61.094008930415754,29.711522737704467,6.060407826906551,5.250178753889289,40.86251833053416,69.00606730472487,92.36205471918144,34.0,82.0,1.0,66.10930066773,Healthy,13.186904921276179,0,Reproductive,2
Wheat,West,Rabi,Clay,Drip,26.96455935658592,90.19134740935608,24.06089661631395,10.10078955133389,7.997288921999488,122.63593561587096,57.12153455003502,79.0375254809591,40.0,60.0,0.0,30.50108496731408,Fungal,24.319699406700437,0,Vegetative,1
Cotton,South,Kharif,Silty,Flood,25.658805045440644,72.45769276264355,33.646895313217506,21.71495409101284,6.8919034910221155,157.83228388202917,35.499595730959996,113.94929114131284,24.0,78.0,0.0,35.737539253686535,Healthy,18.591778126391063,0,Reproductive,2
Soybean,South,Kharif,Loamy,Drip,25.063699197327463,66.2405044650975,44.66506256814422,8.028901963374047,6.970248641220877,87.10683769659636,45.32860549556896,112.28516087224196,13.0,91.0,0.0,63.08298585710425,Healthy,16.602320785924306,0,Reproductive,2
Wheat,East,Zaid,Loamy,Drip,25.933349814856314,68.45058352211313,1.518879598176683,15.73794988858894,5.986055120027528,100.66319225123571,89.99179618800248,72.76328787453686,27.0,93.0,1.0,-1.0997039472923689,Bacterial,17.751529275099994,1,Reproductive,2
Soybean,North,Kharif,Sandy,Rainfed,30.60295245860815,76.58047166340161,26.172515066162653,7.913748772919562,7.461974203717818,159.76041200220575,59.27605942112584,98.03184454662328,16.0,101.0,1.0,45.33980760339742,Bacterial,23.43588533572868,0,Reproductive,2
Wheat,South,Kharif,Silty,Flood,38.466086618054995,81.55152103737846,67.98063942712702,16.19418791376347,5.195259077568768,136.69447862777758,47.39543620813663,39.52931945213442,11.0,92.0,0.0,53.49018429914252,Bacterial,31.36967872057934,0,Reproductive,2
Rice,West,Rabi,Clay,Rainfed,27.819887374934307,66.49506693435154,30.267103064118352,21.144257968543048,6.00546839545163,110.13240104734508,28.979277649280775,141.34459735740745,21.0,22.0,1.0,50.41454879180181,Fungal,18.49885273102378,0,Seedling,0
Soybean,North,Zaid,Loamy,Drip,26.19416667419447,84.87523548372201,2.810795583291139,14.365410548899284,6.8991023458339855,128.87289242242352,69.3179466725105,100.04432197981482,11.0,91.0,1.0,62.42728432067118,Fungal,22.23236064772119,0,Reproductive,2
Wheat,South,Zaid,Clay,Flood,33.83874726657518,47.14665436999717,59.67863986834825,22.738607485427764,6.429674323213594,101.22988712807182,43.88871941996642,71.7286382200524,49.0,91.0,1.0,56.71007848982942,Pest Damage,15.953837216909067,0,Reproductive,2
Soybean,East,Rabi,Sandy,Drip,25.44816024114416,85.11716142945221,113.4341320564794,14.436412577329133,5.491683965961034,194.1441164623716,59.35869242132869,52.98888922879539,9.0,22.0,1.0,49.62567117079938,Fungal,21.66075163328035,0,Seedling,0
Wheat,South,Rabi,Loamy,Flood,26.3769794026513,67.55592887715032,76.37956891197659,23.397021442759808,6.292174714261907,146.60601992736915,94.51158132424916,80.32164622268782,2.0,20.0,0.0,11.621253804579688,Fungal,17.819213445195704,0,Seedling,0
Maize,North,Zaid,Silty,Drip,29.429398286594232,59.03141597461578,18.012357146330874,17.369530699564496,6.005403268095619,171.26422107993056,75.93496174666143,89.36326971863011,27.0,14.0,1.0,29.87997735507665,Healthy,17.37259052138589,0,Seedling,0
Rice,South,Rabi,Sandy,Drip,27.33433518612319,74.48044252385846,30.613564144018017,15.66691942941449,5.835586804331933,122.75740308603888,86.1931484323473,65.32299267745076,30.0,109.0,0.0,43.95718245673439,Fungal,20.358733807579302,0,Reproductive,2
Rice,Central,Kharif,Loamy,Drip,23.950680791856307,78.83982624180551,35.792145313282994,19.91599826035943,8.017867544052217,81.78494159248241,62.874588058602754,65.55767848112677,11.0,85.0,0.0,15.855900893005211,Fungal,18.882675120029,0,Reproductive,2
Maize,North,Rabi,Sandy,Sprinkler,29.429398286594232,82.79209291044971,50.32288356474152,0.2662266376710676,5.804143347699677,135.10015983295008,74.25870246007628,108.32943088795648,1.0,28.0,1.0,14.80270121333774,Fungal,24.365214772423393,0,Seedling,0
Cotton,North,Rabi,Silty,Drip,30.63863806846839,79.13702623718055,43.872810816516115,6.17398712747008,5.41137942797225,157.65336795995995,86.5984675939599,97.57428527837897,13.0,94.0,0.0,76.21812298108671,Bacterial,24.24650704695862,0,Reproductive,2
Maize,North,Zaid,Sandy,Flood,23.779169798460497,77.61219926184752,8.879342303100055,5.186175314857854,5.444842886438686,158.91401185360343,43.42176855515257,47.188048581594714,40.0,78.0,1.0,64.26885115188979,Fungal,18.455536646794226,1,Reproductive,2
Rice,South,Kharif,Sandy,Drip,33.82258764035438,42.05225355060955,74.07016097300513,2.6615536331816285,6.031496228140289,69.37014361599412,59.263858630265105,70.11474165204201,32.0,71.0,1.0,39.2294285529907,Bacterial,14.223160311898951,0,Reproductive,2
Wheat,West,Kharif,Loamy,Rainfed,28.82711521117186,51.02145429366915,75.66736297761649,22.50687931645751,6.629861136102523,126.3427095067612,46.21695466875846,76.72639213099697,40.0,106.0,1.0,59.17413870425747,Bacterial,14.708013411651399,0,Reproductive,2
Wheat,South,Zaid,Loamy,Sprinkler,34.253829727752404,49.379051675542264,20.72418698095841,12.025019153066173,6.900626322400956,72.06265149800785,47.82594621199437,88.05215576537074,15.0,115.0,1.0,22.996571409729988,Pest Damage,16.914216282119117,0,Reproductive,2
Soybean,North,Kharif,Loamy,Flood,36.74566236207043,64.52015464897187,5.612559952838703,6.308080040662304,8.281429751811778,102.42289881775956,57.039958659155104,118.97108730558338,43.0,10.0,1.0,61.42210438806667,Bacterial,23.708358182796893,1,Seedling,0
Maize,North,Kharif,Sandy,Drip,37.549461095956715,53.87806955440503,37.51761066455843,8.043935577765968,6.492166994961363,137.56263265715071,40.9262996311239,103.73560078490078,9.0,84.0,1.0,49.320542022482314,Pest Damage,20.230924766583815,0,Reproductive,2
Soybean,South,Kharif,Silty,Drip,29.589650465215453,62.29740626822099,17.6805951594936,14.99107113705458,5.266450762977629,159.9415809080268,52.594276078397066,148.42181827403869,45.0,115.0,0.0,80.94723491989362,Healthy,18.433584763661813,0,Reproductive,2
Maize,North,Kharif,Sandy,Drip,23.49631297766964,59.2405028272895,54.097462990578016,18.41914183591458,5.789832705703569,126.67451767922772,73.71981797538399,83.7454514220213,54.0,44.0,0.0,67.56573868167332,Healthy,13.919333953845172,0,Vegetative,1
Wheat,West,Rabi,Loamy,Drip,21.937779369375104,43.702348881188136,15.171847146102737,14.512223807140773,5.737269385925372,85.56762693216169,58.07043428446536,103.72085717674578,54.0,14.0,1.0,43.297988590125655,Healthy,9.587324876789623,0,Seedling,0
Rice,East,Kharif,Silty,Flood,30.280399579168453,54.650630292281456,12.20665616800879,17.97490532440785,5.0787084442893935,137.98112305132372,44.48494246908726,59.961340292361946,6.0,98.0,1.0,86.20305552478791,Bacterial,16.5484292250369,0,Reproductive,2
Maize,West,Rabi,Loamy,Flood,36.6123862601756,64.56545528071575,27.92732539252573,9.6509809028919,6.499286366496387,94.47385684654944,75.72622747188834,66.48262388219038,44.0,72.0,1.0,65.24229985485165,Pest Damage,23.638953878016597,0,Reproductive,2
Rice,East,Kharif,Loamy,Rainfed,25.60779557342822,64.58027770550295,38.26581921009175,23.898677686061305,8.422530772354525,111.23036311309312,41.67316174676726,57.930256794207935,57.0,84.0,0.0,67.88145396197984,Healthy,16.537585495577435,0,Reproductive,2
Rice,North,Zaid,Sandy,Drip,37.328262118587695,53.384158789391115,3.596622585019575,4.082215786340866,7.369374255176821,122.71321754543568,37.91047346150194,56.90560397008366,50.0,95.0,1.0,46.85140087747521,Pest Damage,19.927378722706987,1,Reproductive,2
Maize,East,Kharif,Loamy,Rainfed,26.31751127329698,62.82394037438332,27.92732539252573,9.59424501147316,5.535972098031419,99.90435413222164,84.01906202085112,63.30991072525551,16.0,15.0,1.0,84.42671546575309,Healthy,16.533697590357704,0,Seedling,0
Rice,East,Kharif,Sandy,Drip,36.75521060737512,48.37518731247396,55.89155138037177,19.972392341101404,6.396604631179704,139.09352574077826,76.90715530106186,61.90588584254672,29.291666666666668,113.0,1.0,48.12573960213547,Pest Damage,17.780401978412012,0,Reproductive,2
Wheat,North,Rabi,Clay,Rainfed,22.098024807322016,77.53371295943826,10.725825677341913,5.922244745991205,6.366764498512711,142.5737476653418,53.19724430853088,101.37590038721996,29.0,10.0,1.0,45.27222539220449,Fungal,17.133419123814512,0,Seedling,0
Soybean,East,Kharif,Sandy,Flood,22.0624586911672,58.96795111017526,137.25349978151732,18.02023237435423,6.958562666564714,150.84557820246266,97.91102355864078,81.59665154667942,43.0,55.0,1.0,73.39475238146326,Healthy,13.009779854710086,0,Vegetative,1
Wheat,North,Kharif,Loamy,Drip,28.880612589905923,74.02872756694853,18.66330727425303,8.742729448098423,6.435414668933603,162.75997302684914,48.690564248899605,143.36924494849112,2.0,22.0,1.0,49.41700608894235,Fungal,21.379950013847292,0,Seedling,0
Rice,North,Rabi,Loamy,Rainfed,24.569590809086808,64.52902401826653,112.92083637518698,4.262310608859347,6.025352723648737,115.70477291819869,73.64140493548048,83.02693145117483,1.0,64.0,1.0,45.44878788885081,Healthy,15.85451715438543,0,Vegetative,1
Rice,North,Kharif,Clay,Flood,26.55891240480577,59.370986677331366,13.903903490212423,9.68017115142746,8.339433767979585,83.19134242323847,28.391202365070555,116.82958066434064,43.0,28.0,1.0,76.31570863470482,Healthy,15.768288345501341,0,Seedling,0
Wheat,East,Rabi,Clay,Sprinkler,28.374256298991803,95.18577641434084,37.58196301201532,18.83492415542218,6.1888585109159635,86.08343893605895,39.6979902760041,105.530351435328,24.0,95.0,1.0,45.02972591485045,Fungal,27.00825615999036,0,Reproductive,2
Maize,South,Kharif,Clay,Sprinkler,36.65384999832676,68.79497065000352,29.15676671736296,2.6869235392697632,5.986529248980359,172.05478225802614,80.58026800473111,38.402118752229754,52.0,38.0,1.0,85.165376292058,Pest Damage,25.21600534844521,0,Vegetative,1
Cotton,West,Rabi,Loamy,Flood,29.14520250688753,78.88668084218372,193.93322958251335,12.386437265936983,8.101826264205028,168.45869308805095,88.41329439158005,101.50303800388896,53.0,103.0,1.0,47.44625314511822,Fungal,22.991682882416494,0,Reproductive,2
Cotton,North,Kharif,Clay,Flood,26.87989472499075,94.4095266146562,20.99398064156925,17.79255403432373,6.6972294847413805,160.15096656939232,60.274004383228096,76.65774564349582,40.0,12.0,1.0,43.27479139401266,Fungal,25.37718136438171,0,Seedling,0
Rice,North,Rabi,Silty,Drip,28.187369980979632,67.56498701476745,7.903450724842833,18.037729071277603,6.794073331273849,102.43480427192212,105.59312851061722,92.58485411433496,48.0,16.0,1.0,58.14580138033523,Bacterial,19.04479286745335,1,Seedling,0
Rice,Central,Kharif,Loamy,Drip,33.45198281373075,78.9702596634338,71.64051706245456,9.350081138650909,8.082626388375624,170.6431301675847,86.18054092736337,87.16789313170639,23.0,102.0,0.0,63.639584142656375,Bacterial,26.41711769057042,0,Reproductive,2
Cotton,North,Kharif,Loamy,Drip,25.08886342587075,70.76295663662722,1.7181440021089986,11.194521100409531,6.69997879610438,114.9094772982917,46.0736037167276,101.09110000616909,34.0,15.0,1.0,34.01132655779337,Healthy,17.753621546671546,1,Seedling,0
Cotton,South,Kharif,Loamy,Drip,27.45009787142141,88.69734998412484,86.49763463213671,12.025019153066173,5.832047399482424,130.29229749542804,52.43607962007333,80.32164622268782,34.0,51.0,1.0,22.581450061440055,Fungal,24.34750937999945,0,Vegetative,1
Cotton,South,Kharif,Loamy,Rainfed,26.83936749768755,63.65660373685821,27.92732539252573,5.001068147091084,6.492166994961363,144.7930622653042,32.2760186557604,74.92629167331845,51.0,71.0,0.0,30.55245538151924,Healthy,17.08502981348208,0,Reproductive,2
Rice,North,Kharif,Clay,Sprinkler,18.94045044170848,60.33555990142415,33.94644578000962,23.822219225287224,4.4161829239936505,157.83651138068518,60.274004383228096,28.83573389195375,50.0,19.0,1.0,57.73014891622211,Healthy,11.427826821856575,0,Seedling,0
Wheat,East,Rabi,Silty,Rainfed,29.429398286594232,67.39856269999797,49.988848454338935,10.061692110041136,8.827567285997617,136.23690201251105,64.78440557036684,134.6167701404817,48.0,40.0,0.0,51.86500738347944,Bacterial,19.83499145642234,0,Vegetative,1
Rice,North,Kharif,Sandy,Drip,21.938124878488537,63.22155185189151,16.3984082734098,6.6108316546643,5.219326120222867,161.25031893377366,60.80617496886447,45.626226489262734,6.0,17.0,0.0,61.54144351752397,Healthy,13.869622995386342,0,Seedling,0
Maize,Central,Kharif,Sandy,Flood,29.351839148294165,77.87949745488997,74.50653688861456,0.0623844366967896,6.47740517870681,120.39851834618396,60.61625173759147,68.44830615362697,1.0,79.0,1.0,32.92449863073571,Fungal,22.859064822459153,0,Reproductive,2
Maize,West,Kharif,Loamy,Drip,29.429398286594232,53.49413733502879,36.02702827665912,3.000554498784923,6.889233131068199,113.91381001008622,79.94676575016113,86.02280409267148,48.0,16.0,1.0,73.1516900141176,Bacterial,15.743002736303328,0,Seedling,0
Cotton,Central,Rabi,Loamy,Drip,27.997448783851556,62.07578470403574,20.111380967624054,18.156216581576732,4.117976253207169,110.38981724793724,63.33283635537089,123.29234165150568,41.0,79.0,0.0,65.38166310100198,Healthy,17.379636029686363,0,Reproductive,2
Rice,South,Kharif,Loamy,Drip,34.27715729308026,70.50947084077453,15.743251853274964,15.58154015557459,5.76240269961431,85.51880041382684,73.70036301435884,90.8998652245295,21.0,28.0,0.0,80.71106273654357,Bacterial,24.168642226610842,0,Seedling,0
Wheat,North,Kharif,Loamy,Drip,24.12132750939101,57.56775938679702,4.751712448330791,5.9161536419908165,8.268752148953345,36.050787164723374,68.93353259550493,115.23277197028264,53.0,36.0,0.0,54.222765655226695,Healthy,13.886107781507494,1,Vegetative,1
